,tweet_id,text,favorite_count,retweet_count,created_at
121,1412955073030803461,"RT @HarryPotteerBR: 7 de julho de 2011: Dez anos atrás, Harry Potter e as Relíquias da Morte: Parte 2 estreou em Londres. https://t.co/gq2O…",0,791,Thu Jul 08 02:01:55 +0000 2021
122,1412955069801185289,@chuuyagayass @gothhyuka u make it sound like comparing it to the longest harry potter book is better.,1,0,Thu Jul 08 02:01:54 +0000 2021
123,1412955037731524612,RT @Granger_guz: cambio todos mis recuerdos de la ultima vez q me enamore x ir a la tienda oficial de Harry Potter,0,5,Thu Jul 08 02:01:47 +0000 2021
124,1412955031490412546,RT @noirwhills: potterhead? jamais! apenas gosto muito de harry potter,0,203,Thu Jul 08 02:01:45 +0000 2021
125,1412955027501510658,RT @jaykecart: harry potter and draco malfoy ⁉️ https://t.co/MQCH20NFXx,0,39,Thu Jul 08 02:01:44 +0000 2021
126,1412955020803313667,RT @birdwriter7: #fairytales #snow #FairytaleTuesday #magical #wildlife #wilderness #enchantment #wizard #shapeshifter #wolf #raven #fox #M…,0,63,Thu Jul 08 02:01:43 +0000 2021
127,1412955010573369344,"“It does not do to dwell on dreams and forget to live.” - J.K. Rowling, Harry Potter and the Sorcerer's Stone",0,0,Thu Jul 08 02:01:40 +0000 2021
128,1412955003405406218,"RT @HPotterUniverse: July 7, 2011: 10 years ago today, Harry Potter and the Deathly Hallows Part 2 premiered in London!

#10YearsDeathlyHal…",0,97,Thu Jul 08 02:01:38 +0000 2021
129,1412954995553488901,"Ya quedó arriba, llegó a la conclusión que Harry Potter es real https://t.co/OrN4tBdvZT",0,0,Thu Jul 08 02:01:37 +0000 2021
130,1412954989090197504,"RT @EiProfeta: Harry Potter, El Señor de los Anillos y Shrek se estrenaron hace 20 años.

Yo: https://t.co/rPxkuT7YdB",0,1023,Thu Jul 08 02:01:35 +0000 2021
131,1412954984338034688,"RT @VLaResistencia: Yo viendo Harry Potter, o Game of Thrones con alguien más. https://t.co/B3S3FQ1GQO",0,9,Thu Jul 08 02:01:34 +0000 2021
132,1412954976402513920,"RT @ToIkienverse: Shrek, Harry Potter y El Señor de los Anillos se estrenaron el mismo año / HACE 20 AÑOS https://t.co/Ydaodyv8xr",0,710,Thu Jul 08 02:01:32 +0000 2021
133,1412954961244266498,"RT @PotterWorldUK: 7 July 2011: Ten years ago Harry Potter and the Deathly Hallows: Part 2 premiered in London.

#10YearsDeathlyHallows2Pre…",0,561,Thu Jul 08 02:01:28 +0000 2021
134,1412954909780160520,"Cheguei a conclusão que vou me dar a oportunidade de maratonar Harry Potter, pra poder dizer com ctz se é ruim ou não",1,0,Thu Jul 08 02:01:16 +0000 2021
135,1412954899478949888,RT @ilannarx: Harry Potter y el misterio de por qué en este cagadero hay gente que a todo le llama “capitalismo” cuando somos un régimen fe…,0,5,Thu Jul 08 02:01:14 +0000 2021
136,1412954895351783430,"RT @capa_invisible: Un día como hoy, hace 10 años se llevó a cabo la premiere de Harry Potter y las reliquias de la muerte parte 2 en Londr…",0,73,Thu Jul 08 02:01:13 +0000 2021
137,1412954879182741506,"RT @Granger_guz: Obvio que acepto que no te guste Harry Potter, no todos tenemos buenos gustos",0,4,Thu Jul 08 02:01:09 +0000 2021
138,1412954869019955203,|| When your new Harry Potter tee shirt of the month club comes in and you’re in love! https://t.co/c9md0EbyHr,1,0,Thu Jul 08 02:01:06 +0000 2021
139,1412954867002392578,"You can’t say JK Rowling to describe Harry Potter. That’s crazy as hell. They didn’t want to give that dude $50,000… https://t.co/AxEo7ahkDF",0,0,Thu Jul 08 02:01:06 +0000 2021
140,1412954864112570376,RT @eugenia_Gav: Se nubla y en automático ya quiero poner maraton de Harry Potter,0,30,Thu Jul 08 02:01:05 +0000 2021
141,1412954850892132352,assistindo Harry potter 💋,0,0,Thu Jul 08 02:01:02 +0000 2021
142,1412954849465995267,"RT @ewuraakua0a: Daniel Radcliffe in Harry Potter
Tom Ellis as Lucifer",0,4,Thu Jul 08 02:01:02 +0000 2021
143,1412954847167631361,RT @malupks: Bellatrix a melhor vilã da saga de Harry Potter só não dominou mundo bruxo pq era escrava de macho https://t.co/ZBGcjBOwkA,0,721,Thu Jul 08 02:01:01 +0000 2021
144,1412954835574566914,"RT @jupitbur: if you’re in any sub twt, i don’t care if it’s kpop, mcyt, harry potter, genshin idc. read this thread!! /safe",0,41,Thu Jul 08 02:00:58 +0000 2021
145,1412954832177094657,"não sei a matemática básica, mas me peça pra falar sobre star wars, o senhor dos anéis, harry potter, star trek, dc… https://t.co/pXhmUqIn8r",0,0,Thu Jul 08 02:00:58 +0000 2021
146,1412954821896798217,idr if it was the harry potter/pjo crossover fic or the pjo fic series that i very purposefully added my self inser… https://t.co/9dXt8TC1av,1,0,Thu Jul 08 02:00:55 +0000 2021
147,1412954798144450565,RT @YMiVaritaHarry: ¿Otra edición de libros de Harry Potter? Pero no le veo nada extraordinari... ¡Wooow! https://t.co/Gs6bND7LZ2,0,120,Thu Jul 08 02:00:49 +0000 2021
148,1412954785523896325,@vinny_toon I think there was one on the Harry Potter and the chamber of secrets dvd I had I played,1,0,Thu Jul 08 02:00:46 +0000 2021
149,1412954779312078849,"RT @capa_invisible: Un día como hoy, hace 10 años se llevó a cabo la premiere de Harry Potter y las reliquias de la muerte parte 2 en Londr…",0,73,Thu Jul 08 02:00:45 +0000 2021
